face_x;face_y;landmark_x_1;landmark_y_1;landmark_z_1;landmark_x_2;landmark_y_2;landmark_z_2;landmark_x_3;landmark_y_3;landmark_z_3;landmark_x_4;landmark_y_4;landmark_z_4;landmark_x_5;landmark_y_5;landmark_z_5;landmark_x_6;landmark_y_6;landmark_z_6;landmark_x_7;landmark_y_7;landmark_z_7;landmark_x_8;landmark_y_8;landmark_z_8;landmark_x_9;landmark_y_9;landmark_z_9;landmark_x_10;landmark_y_10;landmark_z_10;landmark_x_11;landmark_y_11;landmark_z_11;landmark_x_12;landmark_y_12;landmark_z_12;landmark_x_13;landmark_y_13;landmark_z_13;landmark_x_14;landmark_y_14;landmark_z_14;landmark_x_15;landmark_y_15;landmark_z_15;landmark_x_16;landmark_y_16;landmark_z_16;landmark_x_17;landmark_y_17;landmark_z_17;landmark_x_18;landmark_y_18;landmark_z_18;landmark_x_19;landmark_y_19;landmark_z_19;landmark_x_20;landmark_y_20;landmark_z_20;landmark_x_21;landmark_y_21;landmark_z_21;landmark_x_22;landmark_y_22;landmark_z_22;landmark_x_23;landmark_y_23;landmark_z_23;landmark_x_24;landmark_y_24;landmark_z_24;landmark_x_25;landmark_y_25;landmark_z_25;landmark_x_26;landmark_y_26;landmark_z_26;landmark_x_27;landmark_y_27;landmark_z_27;landmark_x_28;landmark_y_28;landmark_z_28;landmark_x_29;landmark_y_29;landmark_z_29;landmark_x_30;landmark_y_30;landmark_z_30;landmark_x_31;landmark_y_31;landmark_z_31;landmark_x_32;landmark_y_32;landmark_z_32;landmark_x_33;landmark_y_33;landmark_z_33;landmark_x_34;landmark_y_34;landmark_z_34;landmark_x_35;landmark_y_35;landmark_z_35;landmark_x_36;landmark_y_36;landmark_z_36;landmark_x_37;landmark_y_37;landmark_z_37;landmark_x_38;landmark_y_38;landmark_z_38;landmark_x_39;landmark_y_39;landmark_z_39;landmark_x_40;landmark_y_40;landmark_z_40;landmark_x_41;landmark_y_41;landmark_z_41;landmark_x_42;landmark_y_42;landmark_z_42
0.469609;0.213732;0.515192;0.496913;1.91282e-05;0.503029;0.425825;-0.023227;0.4993;0.367336;-0.0553238;0.50732;0.331131;-0.0801411;0.520622;0.306936;-0.103391;0.478703;0.37777;-0.111812;0.494156;0.32718;-0.152398;0.501893;0.29196;-0.174348;0.505895;0.258912;-0.19173;0.500457;0.386535;-0.112171;0.513283;0.333569;-0.168614;0.52465;0.297031;-0.20266;0.533366;0.263172;-0.237601;0.52339;0.4017;-0.105541;0.537012;0.348139;-0.14317;0.540265;0.32851;-0.14541;0.540724;0.313294;-0.153294;0.54518;0.419811;-0.0992693;0.552332;0.379606;-0.111902;0.550647;0.368549;-0.107154;0.545961;0.361825;-0.110468
0.45139;0.23351;0.372826;0.579968;1.6799e-05;0.371956;0.564784;0.015208;0.370079;0.547781;0.023632;0.365976;0.534454;0.0308632;0.364119;0.523344;0.0372931;0.375977;0.5047;0.0211719;0.384399;0.474046;0.0397346;0.384057;0.467176;0.0570299;0.382118;0.467924;0.070076;0.378357;0.498488;0.0197741;0.383701;0.463889;0.0444311;0.385457;0.461616;0.0648203;0.386756;0.46202;0.0780527;0.379882;0.499225;0.0192895;0.383804;0.467558;0.0355598;0.383704;0.463809;0.048345;0.385203;0.465262;0.0573654;0.379955;0.503688;0.0191963;0.382358;0.477574;0.0296705;0.382814;0.471712;0.0328388;0.384922;0.469622;0.0355971
0.455422;0.235898;0.347386;0.582022;1.12037e-05;0.378044;0.575858;-0.0197928;0.397866;0.551441;-0.0378561;0.401095;0.527207;-0.0519719;0.399805;0.504888;-0.0655577;0.385309;0.504544;-0.0490427;0.391767;0.474897;-0.071416;0.398045;0.457359;-0.0815705;0.402193;0.442196;-0.0852529;0.372101;0.503038;-0.0475363;0.373281;0.475932;-0.0672873;0.37749;0.463884;-0.0733688;0.38001;0.449605;-0.0807336;0.360226;0.512444;-0.0474805;0.367937;0.496928;-0.0672873;0.374358;0.499422;-0.0716392;0.376003;0.502305;-0.075489;0.350379;0.527051;-0.0481779;0.358112;0.51793;-0.0651671;0.364341;0.524643;-0.0732014;0.365451;0.534215;-0.0793388
0.456553;0.251655;0.379141;0.354914;1.6274e-05;0.413474;0.340002;-0.027924;0.435455;0.324218;-0.0649004;0.44858;0.314231;-0.0961348;0.45518;0.306276;-0.129127;0.42116;0.271322;-0.0862595;0.428295;0.221722;-0.129876;0.431305;0.192991;-0.157556;0.437768;0.164965;-0.174015;0.402805;0.262077;-0.0908231;0.413069;0.216347;-0.135337;0.416951;0.188149;-0.158454;0.422535;0.162981;-0.175063;0.384495;0.266721;-0.0929927;0.395921;0.260953;-0.126584;0.395185;0.289772;-0.120225;0.394881;0.313467;-0.114314;0.368016;0.283183;-0.0986037;0.37987;0.284786;-0.119925;0.38248;0.302596;-0.123217;0.382871;0.318999;-0.124339
0.457494;0.243947;0.378567;0.325883;1.75118e-05;0.416556;0.310367;-0.00607343;0.444764;0.280257;-0.0321377;0.457417;0.252132;-0.0649342;0.455968;0.235716;-0.101951;0.417819;0.21347;-0.0264349;0.428513;0.157833;-0.0500698;0.437809;0.125441;-0.0639872;0.44758;0.0982457;-0.0732517;0.399327;0.210329;-0.0425346;0.418759;0.175189;-0.0639048;0.43364;0.171958;-0.0706165;0.442452;0.176434;-0.0726753;0.383646;0.218265;-0.0605284;0.412138;0.221305;-0.0787281;0.421864;0.250304;-0.081034;0.421254;0.277109;-0.0841222;0.371511;0.236552;-0.0807046;0.394858;0.238651;-0.0924808;0.402228;0.260276;-0.102034;0.401406;0.282178;-0.109692
0.450852;0.252166;0.394201;0.269833;1.82083e-05;0.427768;0.249749;-0.00189846;0.453809;0.223572;-0.0284978;0.472595;0.203879;-0.0596725;0.473779;0.192984;-0.0945837;0.430855;0.156605;-0.0272151;0.432732;0.103716;-0.0516046;0.435399;0.0690286;-0.0723506;0.437351;0.0387046;-0.0888581;0.411749;0.156943;-0.0461021;0.433345;0.156532;-0.0763659;0.4382;0.185659;-0.0780018;0.434536;0.202437;-0.0760313;0.396805;0.170392;-0.0665135;0.42245;0.183183;-0.0916838;0.425668;0.207575;-0.0854377;0.419948;0.222452;-0.0782993;0.384486;0.193049;-0.0882633;0.404194;0.201446;-0.106481;0.40947;0.218761;-0.111017;0.406678;0.230841;-0.114363
0.453772;0.254432;0.403073;0.235906;1.66753e-05;0.431179;0.227734;-0.00575034;0.457283;0.200159;-0.0248736;0.467517;0.172034;-0.0475406;0.458257;0.15181;-0.0687367;0.437449;0.136866;-0.0132893;0.442002;0.0862757;-0.0233691;0.445669;0.0567529;-0.0310585;0.448154;0.0318687;-0.0399515;0.421518;0.136432;-0.026495;0.447305;0.126458;-0.0507167;0.448312;0.160139;-0.0497472;0.440175;0.178743;-0.0465042;0.406999;0.145037;-0.0418906;0.433571;0.146302;-0.0635212;0.433195;0.177137;-0.0557315;0.423835;0.192088;-0.0484433;0.39329;0.159084;-0.0585064;0.414528;0.159834;-0.0737515;0.418277;0.180508;-0.0736846;0.412527;0.191161;-0.0737515
0.453113;0.250232;0.406361;0.228359;1.82486e-05;0.433951;0.222579;0.00125807;0.461904;0.197987;-0.0123361;0.474449;0.167075;-0.0303926;0.466083;0.140181;-0.0426127;0.441026;0.128504;0.00295553;0.448581;0.082187;-0.00280008;0.448548;0.0660113;-0.000963759;0.447013;0.04953;0.00113578;0.426825;0.126219;-0.00992361;0.456303;0.111909;-0.0294309;0.454348;0.146914;-0.0246059;0.44315;0.156986;-0.0178409;0.414224;0.131784;-0.024523;0.443799;0.129859;-0.0430438;0.440098;0.164397;-0.0323326;0.428535;0.171757;-0.0230307;0.403854;0.143433;-0.0393297;0.428755;0.14329;-0.0457298;0.427992;0.167965;-0.0408219;0.417397;0.174358;-0.0398271
0.451702;0.268161;0.413689;0.206803;1.69586e-05;0.439448;0.208835;-0.0040392;0.46677;0.186687;-0.0190019;0.476742;0.157609;-0.0379154;0.467262;0.129916;-0.0556348;0.44999;0.132332;0.0010531;0.45509;0.0890073;-0.00197353;0.458176;0.067166;-0.00391758;0.459767;0.0482685;-0.00771722;0.436588;0.128004;-0.00829215;0.456387;0.104447;-0.0242057;0.456659;0.132208;-0.0227758;0.448961;0.149245;-0.0200928;0.42375;0.13139;-0.0199601;0.44569;0.118642;-0.0371488;0.444305;0.145801;-0.0368245;0.435599;0.159132;-0.0353209;0.412841;0.139147;-0.0318713;0.432522;0.133079;-0.0397139;0.433331;0.152716;-0.0416892;0.426198;0.162749;-0.0464655
0.450989;0.264446;0.416609;0.20274;1.67299e-05;0.443436;0.209201;-0.00324225;0.471017;0.186979;-0.0143244;0.481741;0.154747;-0.0290891;0.469727;0.126563;-0.0440052;0.454938;0.139631;0.00671155;0.461059;0.102464;0.00840061;0.457995;0.0944871;0.0108637;0.453589;0.0884545;0.0105266;0.441628;0.134644;-0.00149642;0.463599;0.109279;-0.0118544;0.462263;0.133602;-0.0135332;0.453779;0.150004;-0.0131341;0.429208;0.13524;-0.0114623;0.450899;0.116429;-0.0250161;0.449293;0.140983;-0.0278644;0.441451;0.153836;-0.0288689;0.418029;0.140264;-0.0210807;0.437244;0.127778;-0.0260068;0.43899;0.143437;-0.0262683;0.434157;0.152;-0.0285937
